"spread_type","position_name","most_common_card","most_common_card_img","orientation","count","draw_date"
"celtic_cross","The Future","The Magician","https://ik.imagekit.io/tarotmancer/m01.webp","reversed","1","2024-07-12"
"celtic_cross","The Foundation","The Magician","https://ik.imagekit.io/tarotmancer/m01.webp","reversed","1","2024-07-07"
"celtic_cross","Hopes and Fears","The Magician","https://ik.imagekit.io/tarotmancer/m01.webp","upright","1","2024-07-08"
"celtic_cross","The Foundation","The Magician","https://ik.imagekit.io/tarotmancer/m01.webp","upright","1","2024-07-13"
"celtic_cross","The Outcome","The Magician","https://ik.imagekit.io/tarotmancer/m01.webp","upright","1","2024-07-05"
"celtic_cross","Hopes and Fears","The Magician","https://ik.imagekit.io/tarotmancer/m01.webp","upright","1","2024-07-06"
"celtic_cross","Hopes and Fears","The High Priestess","https://ik.imagekit.io/tarotmancer/m02.webp","upright","1","2024-07-17"
"celtic_cross","Hopes and Fears","The High Priestess","https://ik.imagekit.io/tarotmancer/m02.webp","upright","1","2024-07-18"
"celtic_cross","The Challenge","The High Priestess","https://ik.imagekit.io/tarotmancer/m02.webp","upright","1","2024-07-10"
"celtic_cross","The Situation","The High Priestess","https://ik.imagekit.io/tarotmancer/m02.webp","upright","1","2024-07-06"
"celtic_cross","The Foundation","The High Priestess","https://ik.imagekit.io/tarotmancer/m02.webp","reversed","1","2024-07-18"
"celtic_cross","The Foundation","The High Priestess","https://ik.imagekit.io/tarotmancer/m02.webp","upright","1","2024-07-04"
"celtic_cross","Yourself","The High Priestess","https://ik.imagekit.io/tarotmancer/m02.webp","reversed","1","2024-07-06"
"celtic_cross","The Foundation","The High Priestess","https://ik.imagekit.io/tarotmancer/m02.webp","reversed","1","2024-07-06"
"celtic_cross","The Situation","The High Priestess","https://ik.imagekit.io/tarotmancer/m02.webp","upright","1","2024-07-13"
"celtic_cross","The Foundation","The High Priestess","https://ik.imagekit.io/tarotmancer/m02.webp","reversed","1","2024-07-11"
"celtic_cross","External Influences","The High Priestess","https://ik.imagekit.io/tarotmancer/m02.webp","upright","2","2024-07-07"
"celtic_cross","The Present","The High Priestess","https://ik.imagekit.io/tarotmancer/m02.webp","reversed","1","2024-07-26"
"celtic_cross","The Past","The High Priestess","https://ik.imagekit.io/tarotmancer/m02.webp","reversed","1","2024-07-06"
"celtic_cross","The Future","The High Priestess","https://ik.imagekit.io/tarotmancer/m02.webp","upright","1","2024-07-11"
"celtic_cross","The Outcome","The High Priestess","https://ik.imagekit.io/tarotmancer/m02.webp","upright","1","2024-07-09"
"celtic_cross","The Past","The High Priestess","https://ik.imagekit.io/tarotmancer/m02.webp","upright","1","2024-07-05"
"celtic_cross","The Situation","The High Priestess","https://ik.imagekit.io/tarotmancer/m02.webp","reversed","1","2024-07-29"
"celtic_cross","Yourself","The High Priestess","https://ik.imagekit.io/tarotmancer/m02.webp","upright","1","2024-07-28"
"celtic_cross","The Situation","The High Priestess","https://ik.imagekit.io/tarotmancer/m02.webp","upright","2","2024-07-05"
"celtic_cross","The Future","The High Priestess","https://ik.imagekit.io/tarotmancer/m02.webp","upright","1","2024-07-05"
"celtic_cross","Yourself","The Empress","https://ik.imagekit.io/tarotmancer/m03.webp","upright","1","2024-07-29"
"celtic_cross","The Future","The Empress","https://ik.imagekit.io/tarotmancer/m03.webp","reversed","1","2024-07-18"
"celtic_cross","External Influences","The Empress","https://ik.imagekit.io/tarotmancer/m03.webp","reversed","1","2024-07-13"
"celtic_cross","The Challenge","The Empress","https://ik.imagekit.io/tarotmancer/m03.webp","reversed","1","2024-07-13"
"celtic_cross","The Past","The Empress","https://ik.imagekit.io/tarotmancer/m03.webp","upright","1","2024-07-08"
"celtic_cross","The Past","The Empress","https://ik.imagekit.io/tarotmancer/m03.webp","reversed","1","2024-07-05"
"celtic_cross","The Challenge","The Empress","https://ik.imagekit.io/tarotmancer/m03.webp","reversed","1","2024-07-07"
"celtic_cross","The Foundation","The Empress","https://ik.imagekit.io/tarotmancer/m03.webp","reversed","1","2024-07-29"
"celtic_cross","Hopes and Fears","The Empress","https://ik.imagekit.io/tarotmancer/m03.webp","reversed","1","2024-07-26"
"celtic_cross","The Situation","The Empress","https://ik.imagekit.io/tarotmancer/m03.webp","upright","1","2024-07-06"
"celtic_cross","The Present","The Empress","https://ik.imagekit.io/tarotmancer/m03.webp","upright","1","2024-07-15"
"celtic_cross","The Past","The Empress","https://ik.imagekit.io/tarotmancer/m03.webp","reversed","1","2024-07-10"
"celtic_cross","External Influences","The Empress","https://ik.imagekit.io/tarotmancer/m03.webp","upright","1","2024-07-06"
"celtic_cross","Hopes and Fears","The Empress","https://ik.imagekit.io/tarotmancer/m03.webp","reversed","1","2024-07-17"
"celtic_cross","The Outcome","The Empress","https://ik.imagekit.io/tarotmancer/m03.webp","reversed","1","2024-07-07"
"celtic_cross","Yourself","The Empress","https://ik.imagekit.io/tarotmancer/m03.webp","upright","1","2024-07-21"
"celtic_cross","The Foundation","The Empress","https://ik.imagekit.io/tarotmancer/m03.webp","reversed","1","2024-07-16"
"celtic_cross","The Challenge","The Empress","https://ik.imagekit.io/tarotmancer/m03.webp","upright","1","2024-07-13"
"celtic_cross","The Outcome","The Empress","https://ik.imagekit.io/tarotmancer/m03.webp","upright","1","2024-07-29"
"celtic_cross","The Past","The Empress","https://ik.imagekit.io/tarotmancer/m03.webp","reversed","1","2024-07-21"
"celtic_cross","The Future","The Empress","https://ik.imagekit.io/tarotmancer/m03.webp","upright","1","2024-07-08"
"celtic_cross","The Situation","The Empress","https://ik.imagekit.io/tarotmancer/m03.webp","reversed","1","2024-07-28"
"celtic_cross","External Influences","The Empress","https://ik.imagekit.io/tarotmancer/m03.webp","upright","1","2024-07-13"
"celtic_cross","The Future","The Empress","https://ik.imagekit.io/tarotmancer/m03.webp","upright","1","2024-07-05"
"celtic_cross","The Situation","The Empress","https://ik.imagekit.io/tarotmancer/m03.webp","reversed","1","2024-07-17"
"celtic_cross","External Influences","The Empress","https://ik.imagekit.io/tarotmancer/m03.webp","upright","1","2024-07-15"
"celtic_cross","The Situation","The Empress","https://ik.imagekit.io/tarotmancer/m03.webp","reversed","2","2024-07-05"
"celtic_cross","The Present","The Emperor","https://ik.imagekit.io/tarotmancer/m04.webp","upright","1","2024-07-05"
"celtic_cross","The Challenge","The Emperor","https://ik.imagekit.io/tarotmancer/m04.webp","reversed","1","2024-07-18"
"celtic_cross","The Future","The Emperor","https://ik.imagekit.io/tarotmancer/m04.webp","upright","1","2024-07-06"
"celtic_cross","The Past","The Emperor","https://ik.imagekit.io/tarotmancer/m04.webp","upright","1","2024-07-29"
"celtic_cross","The Future","The Emperor","https://ik.imagekit.io/tarotmancer/m04.webp","upright","1","2024-07-15"
"celtic_cross","The Foundation","The Emperor","https://ik.imagekit.io/tarotmancer/m04.webp","upright","1","2024-07-06"
"celtic_cross","The Outcome","The Emperor","https://ik.imagekit.io/tarotmancer/m04.webp","reversed","1","2024-07-13"
"celtic_cross","The Future","The Emperor","https://ik.imagekit.io/tarotmancer/m04.webp","reversed","1","2024-07-21"
"celtic_cross","Yourself","The Emperor","https://ik.imagekit.io/tarotmancer/m04.webp","upright","1","2024-07-17"
"celtic_cross","The Past","The Emperor","https://ik.imagekit.io/tarotmancer/m04.webp","upright","1","2024-07-05"
"celtic_cross","The Challenge","The Emperor","https://ik.imagekit.io/tarotmancer/m04.webp","upright","1","2024-07-29"
"celtic_cross","Hopes and Fears","The Emperor","https://ik.imagekit.io/tarotmancer/m04.webp","upright","1","2024-07-05"
"celtic_cross","The Challenge","The Emperor","https://ik.imagekit.io/tarotmancer/m04.webp","upright","1","2024-07-09"
"celtic_cross","The Outcome","The Emperor","https://ik.imagekit.io/tarotmancer/m04.webp","reversed","1","2024-07-16"
"celtic_cross","Hopes and Fears","The Emperor","https://ik.imagekit.io/tarotmancer/m04.webp","upright","1","2024-07-08"
"celtic_cross","The Past","The Emperor","https://ik.imagekit.io/tarotmancer/m04.webp","reversed","1","2024-07-21"
"celtic_cross","The Past","The Emperor","https://ik.imagekit.io/tarotmancer/m04.webp","reversed","1","2024-07-29"
"celtic_cross","The Situation","The Emperor","https://ik.imagekit.io/tarotmancer/m04.webp","upright","1","2024-07-08"
"celtic_cross","The Present","The Emperor","https://ik.imagekit.io/tarotmancer/m04.webp","upright","1","2024-07-29"
"celtic_cross","Hopes and Fears","The Emperor","https://ik.imagekit.io/tarotmancer/m04.webp","upright","1","2024-07-21"
"three_card","The Future","The Emperor","https://ik.imagekit.io/tarotmancer/m04.webp","reversed","1","2024-07-24"
"celtic_cross","The Challenge","The Hierophant","https://ik.imagekit.io/tarotmancer/m05.webp","upright","1","2024-07-29"
"celtic_cross","The Foundation","The Hierophant","https://ik.imagekit.io/tarotmancer/m05.webp","upright","1","2024-07-28"
"celtic_cross","The Foundation","The Hierophant","https://ik.imagekit.io/tarotmancer/m05.webp","upright","1","2024-07-27"
"celtic_cross","The Challenge","The Hierophant","https://ik.imagekit.io/tarotmancer/m05.webp","upright","1","2024-07-17"
"celtic_cross","The Foundation","The Hierophant","https://ik.imagekit.io/tarotmancer/m05.webp","reversed","1","2024-07-05"
"celtic_cross","The Outcome","The Hierophant","https://ik.imagekit.io/tarotmancer/m05.webp","upright","1","2024-07-17"
"celtic_cross","The Present","The Hierophant","https://ik.imagekit.io/tarotmancer/m05.webp","upright","1","2024-07-06"
"celtic_cross","External Influences","The Hierophant","https://ik.imagekit.io/tarotmancer/m05.webp","reversed","1","2024-07-16"
"celtic_cross","Hopes and Fears","The Hierophant","https://ik.imagekit.io/tarotmancer/m05.webp","upright","1","2024-07-06"
"celtic_cross","The Foundation","The Hierophant","https://ik.imagekit.io/tarotmancer/m05.webp","upright","1","2024-07-15"
"celtic_cross","External Influences","The Hierophant","https://ik.imagekit.io/tarotmancer/m05.webp","upright","1","2024-07-28"
"celtic_cross","External Influences","The Hierophant","https://ik.imagekit.io/tarotmancer/m05.webp","reversed","1","2024-07-07"
"celtic_cross","The Past","The Hierophant","https://ik.imagekit.io/tarotmancer/m05.webp","upright","1","2024-07-18"
"celtic_cross","Hopes and Fears","The Hierophant","https://ik.imagekit.io/tarotmancer/m05.webp","upright","1","2024-07-15"
"celtic_cross","External Influences","The Hierophant","https://ik.imagekit.io/tarotmancer/m05.webp","reversed","1","2024-07-15"
"celtic_cross","The Situation","The Hierophant","https://ik.imagekit.io/tarotmancer/m05.webp","reversed","1","2024-07-05"
"celtic_cross","Hopes and Fears","The Hierophant","https://ik.imagekit.io/tarotmancer/m05.webp","reversed","1","2024-07-06"
"celtic_cross","The Foundation","The Hierophant","https://ik.imagekit.io/tarotmancer/m05.webp","upright","1","2024-07-18"
"celtic_cross","The Future","The Hierophant","https://ik.imagekit.io/tarotmancer/m05.webp","upright","1","2024-07-14"
"celtic_cross","External Influences","The Hierophant","https://ik.imagekit.io/tarotmancer/m05.webp","reversed","1","2024-07-17"
"celtic_cross","The Outcome","The Hierophant","https://ik.imagekit.io/tarotmancer/m05.webp","upright","1","2024-07-06"
"celtic_cross","Yourself","The Hierophant","https://ik.imagekit.io/tarotmancer/m05.webp","upright","1","2024-07-13"
"celtic_cross","Yourself","The Lovers","https://ik.imagekit.io/tarotmancer/m06.webp","reversed","1","2024-07-06"
"celtic_cross","The Situation","The Lovers","https://ik.imagekit.io/tarotmancer/m06.webp","reversed","1","2024-07-05"
"celtic_cross","The Situation","The Lovers","https://ik.imagekit.io/tarotmancer/m06.webp","upright","1","2024-07-09"
"celtic_cross","The Challenge","The Lovers","https://ik.imagekit.io/tarotmancer/m06.webp","reversed","1","2024-07-12"
"celtic_cross","Hopes and Fears","The Lovers","https://ik.imagekit.io/tarotmancer/m06.webp","upright","1","2024-07-06"
"celtic_cross","The Present","The Lovers","https://ik.imagekit.io/tarotmancer/m06.webp","upright","1","2024-07-24"
"celtic_cross","The Future","The Lovers","https://ik.imagekit.io/tarotmancer/m06.webp","upright","1","2024-07-14"
"celtic_cross","The Challenge","The Lovers","https://ik.imagekit.io/tarotmancer/m06.webp","upright","1","2024-07-04"
"celtic_cross","The Present","The Lovers","https://ik.imagekit.io/tarotmancer/m06.webp","reversed","1","2024-07-12"
"celtic_cross","Hopes and Fears","The Lovers","https://ik.imagekit.io/tarotmancer/m06.webp","upright","1","2024-07-17"
"celtic_cross","External Influences","The Lovers","https://ik.imagekit.io/tarotmancer/m06.webp","reversed","1","2024-07-06"
"celtic_cross","Hopes and Fears","The Lovers","https://ik.imagekit.io/tarotmancer/m06.webp","upright","1","2024-07-13"
"celtic_cross","The Foundation","The Lovers","https://ik.imagekit.io/tarotmancer/m06.webp","upright","1","2024-07-06"
"celtic_cross","The Outcome","The Lovers","https://ik.imagekit.io/tarotmancer/m06.webp","upright","1","2024-07-05"
"celtic_cross","Hopes and Fears","The Lovers","https://ik.imagekit.io/tarotmancer/m06.webp","reversed","1","2024-07-21"
"celtic_cross","The Challenge","The Chariot","https://ik.imagekit.io/tarotmancer/m07.webp","reversed","1","2024-07-29"
"celtic_cross","The Situation","The Chariot","https://ik.imagekit.io/tarotmancer/m07.webp","reversed","1","2024-07-18"
"celtic_cross","The Situation","The Chariot","https://ik.imagekit.io/tarotmancer/m07.webp","reversed","1","2024-07-17"
"celtic_cross","The Past","The Chariot","https://ik.imagekit.io/tarotmancer/m07.webp","upright","1","2024-07-06"
"celtic_cross","The Present","The Chariot","https://ik.imagekit.io/tarotmancer/m07.webp","upright","1","2024-07-06"
"celtic_cross","The Challenge","The Chariot","https://ik.imagekit.io/tarotmancer/m07.webp","reversed","1","2024-07-06"
"celtic_cross","Hopes and Fears","The Chariot","https://ik.imagekit.io/tarotmancer/m07.webp","upright","1","2024-07-12"
"celtic_cross","The Past","The Chariot","https://ik.imagekit.io/tarotmancer/m07.webp","upright","1","2024-07-06"
"celtic_cross","The Challenge","The Chariot","https://ik.imagekit.io/tarotmancer/m07.webp","reversed","1","2024-07-06"
"celtic_cross","External Influences","The Chariot","https://ik.imagekit.io/tarotmancer/m07.webp","upright","1","2024-07-05"
"celtic_cross","Hopes and Fears","The Chariot","https://ik.imagekit.io/tarotmancer/m07.webp","reversed","1","2024-07-13"
"celtic_cross","The Future","The Chariot","https://ik.imagekit.io/tarotmancer/m07.webp","reversed","1","2024-07-17"
"celtic_cross","The Situation","The Chariot","https://ik.imagekit.io/tarotmancer/m07.webp","reversed","1","2024-07-18"
"celtic_cross","The Past","The Chariot","https://ik.imagekit.io/tarotmancer/m07.webp","upright","1","2024-07-14"
"celtic_cross","The Situation","The Chariot","https://ik.imagekit.io/tarotmancer/m07.webp","reversed","1","2024-07-17"
"celtic_cross","The Outcome","The Chariot","https://ik.imagekit.io/tarotmancer/m07.webp","reversed","1","2024-07-05"
"celtic_cross","The Present","The Chariot","https://ik.imagekit.io/tarotmancer/m07.webp","upright","1","2024-07-06"
"celtic_cross","The Outcome","The Chariot","https://ik.imagekit.io/tarotmancer/m07.webp","upright","1","2024-07-11"
"celtic_cross","The Challenge","The Chariot","https://ik.imagekit.io/tarotmancer/m07.webp","reversed","1","2024-07-29"
"celtic_cross","The Situation","Strength","https://ik.imagekit.io/tarotmancer/m08.webp","reversed","1","2024-07-29"
"celtic_cross","The Foundation","Strength","https://ik.imagekit.io/tarotmancer/m08.webp","reversed","1","2024-07-11"
"celtic_cross","Yourself","Strength","https://ik.imagekit.io/tarotmancer/m08.webp","reversed","1","2024-07-28"
"celtic_cross","The Situation","Strength","https://ik.imagekit.io/tarotmancer/m08.webp","upright","1","2024-07-04"
"celtic_cross","The Present","Strength","https://ik.imagekit.io/tarotmancer/m08.webp","upright","1","2024-07-07"
"celtic_cross","The Situation","Strength","https://ik.imagekit.io/tarotmancer/m08.webp","upright","1","2024-07-17"
"celtic_cross","The Past","Strength","https://ik.imagekit.io/tarotmancer/m08.webp","reversed","1","2024-07-05"
"celtic_cross","External Influences","Strength","https://ik.imagekit.io/tarotmancer/m08.webp","reversed","1","2024-07-13"
"celtic_cross","The Outcome","Strength","https://ik.imagekit.io/tarotmancer/m08.webp","upright","1","2024-07-05"
"celtic_cross","The Foundation","Strength","https://ik.imagekit.io/tarotmancer/m08.webp","reversed","1","2024-07-17"
"celtic_cross","The Past","Strength","https://ik.imagekit.io/tarotmancer/m08.webp","reversed","1","2024-07-06"
"celtic_cross","The Challenge","Strength","https://ik.imagekit.io/tarotmancer/m08.webp","upright","1","2024-07-06"
"celtic_cross","Hopes and Fears","Strength","https://ik.imagekit.io/tarotmancer/m08.webp","upright","1","2024-07-15"
"celtic_cross","Yourself","Strength","https://ik.imagekit.io/tarotmancer/m08.webp","upright","1","2024-07-17"
"celtic_cross","The Situation","Strength","https://ik.imagekit.io/tarotmancer/m08.webp","upright","1","2024-07-07"
"celtic_cross","The Present","Strength","https://ik.imagekit.io/tarotmancer/m08.webp","reversed","1","2024-07-18"
"celtic_cross","Yourself","Strength","https://ik.imagekit.io/tarotmancer/m08.webp","reversed","1","2024-07-06"
"celtic_cross","The Situation","Strength","https://ik.imagekit.io/tarotmancer/m08.webp","upright","1","2024-07-06"
"celtic_cross","Hopes and Fears","Strength","https://ik.imagekit.io/tarotmancer/m08.webp","reversed","1","2024-07-27"
"celtic_cross","The Future","Strength","https://ik.imagekit.io/tarotmancer/m08.webp","upright","1","2024-07-10"
"celtic_cross","The Future","Strength","https://ik.imagekit.io/tarotmancer/m08.webp","upright","1","2024-07-16"
"celtic_cross","Hopes and Fears","Strength","https://ik.imagekit.io/tarotmancer/m08.webp","reversed","1","2024-07-11"
"celtic_cross","The Outcome","The Hermit","https://ik.imagekit.io/tarotmancer/m09.webp","upright","1","2024-07-06"
"celtic_cross","External Influences","The Hermit","https://ik.imagekit.io/tarotmancer/m09.webp","upright","1","2024-07-05"
"celtic_cross","Yourself","The Hermit","https://ik.imagekit.io/tarotmancer/m09.webp","upright","1","2024-07-28"
"celtic_cross","Hopes and Fears","The Hermit","https://ik.imagekit.io/tarotmancer/m09.webp","reversed","1","2024-07-29"
"celtic_cross","Hopes and Fears","The Hermit","https://ik.imagekit.io/tarotmancer/m09.webp","upright","1","2024-07-19"
"celtic_cross","The Challenge","The Hermit","https://ik.imagekit.io/tarotmancer/m09.webp","upright","2","2024-07-06"
"celtic_cross","The Challenge","The Hermit","https://ik.imagekit.io/tarotmancer/m09.webp","upright","1","2024-07-19"
"celtic_cross","The Situation","The Hermit","https://ik.imagekit.io/tarotmancer/m09.webp","reversed","1","2024-07-05"
"celtic_cross","The Foundation","The Hermit","https://ik.imagekit.io/tarotmancer/m09.webp","upright","1","2024-07-06"
"celtic_cross","The Present","The Hermit","https://ik.imagekit.io/tarotmancer/m09.webp","reversed","1","2024-07-11"
"celtic_cross","The Present","The Hermit","https://ik.imagekit.io/tarotmancer/m09.webp","upright","1","2024-07-05"
"celtic_cross","The Future","The Hermit","https://ik.imagekit.io/tarotmancer/m09.webp","reversed","1","2024-07-15"
"celtic_cross","The Past","The Hermit","https://ik.imagekit.io/tarotmancer/m09.webp","reversed","1","2024-07-19"
"celtic_cross","The Outcome","The Hermit","https://ik.imagekit.io/tarotmancer/m09.webp","reversed","1","2024-07-05"
"celtic_cross","The Outcome","The Hermit","https://ik.imagekit.io/tarotmancer/m09.webp","reversed","1","2024-07-17"
"celtic_cross","The Challenge","Wheel of Fortune","https://ik.imagekit.io/tarotmancer/m10.webp","upright","1","2024-07-09"
"celtic_cross","The Situation","Wheel of Fortune","https://ik.imagekit.io/tarotmancer/m10.webp","reversed","1","2024-07-13"
"celtic_cross","The Foundation","Wheel of Fortune","https://ik.imagekit.io/tarotmancer/m10.webp","reversed","1","2024-07-13"
"celtic_cross","The Outcome","Wheel of Fortune","https://ik.imagekit.io/tarotmancer/m10.webp","upright","1","2024-07-08"
"celtic_cross","The Foundation","Wheel of Fortune","https://ik.imagekit.io/tarotmancer/m10.webp","reversed","1","2024-07-05"
"celtic_cross","External Influences","Wheel of Fortune","https://ik.imagekit.io/tarotmancer/m10.webp","reversed","1","2024-07-21"
"celtic_cross","The Present","Wheel of Fortune","https://ik.imagekit.io/tarotmancer/m10.webp","upright","1","2024-07-11"
"celtic_cross","The Past","Wheel of Fortune","https://ik.imagekit.io/tarotmancer/m10.webp","reversed","1","2024-07-13"
"celtic_cross","The Foundation","Wheel of Fortune","https://ik.imagekit.io/tarotmancer/m10.webp","upright","1","2024-07-29"
"celtic_cross","The Present","Wheel of Fortune","https://ik.imagekit.io/tarotmancer/m10.webp","upright","1","2024-07-05"
"celtic_cross","The Foundation","Wheel of Fortune","https://ik.imagekit.io/tarotmancer/m10.webp","upright","1","2024-07-05"
"celtic_cross","Hopes and Fears","Wheel of Fortune","https://ik.imagekit.io/tarotmancer/m10.webp","reversed","1","2024-07-17"
"celtic_cross","The Present","Wheel of Fortune","https://ik.imagekit.io/tarotmancer/m10.webp","upright","1","2024-07-09"
"celtic_cross","The Challenge","Wheel of Fortune","https://ik.imagekit.io/tarotmancer/m10.webp","reversed","1","2024-07-09"
"celtic_cross","The Outcome","Wheel of Fortune","https://ik.imagekit.io/tarotmancer/m10.webp","reversed","1","2024-07-11"
"celtic_cross","The Challenge","Wheel of Fortune","https://ik.imagekit.io/tarotmancer/m10.webp","upright","1","2024-07-17"
"celtic_cross","Yourself","Wheel of Fortune","https://ik.imagekit.io/tarotmancer/m10.webp","reversed","1","2024-07-14"
"celtic_cross","The Present","Wheel of Fortune","https://ik.imagekit.io/tarotmancer/m10.webp","upright","1","2024-07-17"
"celtic_cross","External Influences","Wheel of Fortune","https://ik.imagekit.io/tarotmancer/m10.webp","upright","1","2024-07-17"
"celtic_cross","The Future","Wheel of Fortune","https://ik.imagekit.io/tarotmancer/m10.webp","upright","1","2024-07-17"
"celtic_cross","The Challenge","Wheel of Fortune","https://ik.imagekit.io/tarotmancer/m10.webp","reversed","1","2024-07-06"
"celtic_cross","The Past","Wheel of Fortune","https://ik.imagekit.io/tarotmancer/m10.webp","upright","1","2024-07-08"
"celtic_cross","The Situation","Wheel of Fortune","https://ik.imagekit.io/tarotmancer/m10.webp","upright","1","2024-07-28"
"celtic_cross","The Future","Wheel of Fortune","https://ik.imagekit.io/tarotmancer/m10.webp","upright","1","2024-07-10"
"celtic_cross","The Past","Wheel of Fortune","https://ik.imagekit.io/tarotmancer/m10.webp","reversed","1","2024-07-12"
"celtic_cross","Hopes and Fears","Justice","https://ik.imagekit.io/tarotmancer/m11.webp","upright","1","2024-07-07"
"celtic_cross","The Outcome","Justice","https://ik.imagekit.io/tarotmancer/m11.webp","reversed","1","2024-07-17"
"celtic_cross","The Challenge","Justice","https://ik.imagekit.io/tarotmancer/m11.webp","reversed","1","2024-07-17"
"celtic_cross","The Foundation","Justice","https://ik.imagekit.io/tarotmancer/m11.webp","upright","1","2024-07-27"
"celtic_cross","External Influences","Justice","https://ik.imagekit.io/tarotmancer/m11.webp","upright","2","2024-07-07"
"celtic_cross","The Present","Justice","https://ik.imagekit.io/tarotmancer/m11.webp","reversed","1","2024-07-12"
"celtic_cross","The Past","Justice","https://ik.imagekit.io/tarotmancer/m11.webp","upright","1","2024-07-05"
"celtic_cross","The Present","Justice","https://ik.imagekit.io/tarotmancer/m11.webp","reversed","1","2024-07-06"
"celtic_cross","The Situation","Justice","https://ik.imagekit.io/tarotmancer/m11.webp","reversed","1","2024-07-18"
"celtic_cross","The Foundation","Justice","https://ik.imagekit.io/tarotmancer/m11.webp","reversed","1","2024-07-07"
"celtic_cross","The Outcome","Justice","https://ik.imagekit.io/tarotmancer/m11.webp","upright","1","2024-07-17"
"celtic_cross","The Situation","Justice","https://ik.imagekit.io/tarotmancer/m11.webp","upright","1","2024-07-06"
"celtic_cross","Yourself","Justice","https://ik.imagekit.io/tarotmancer/m11.webp","upright","1","2024-07-05"
"celtic_cross","Hopes and Fears","Justice","https://ik.imagekit.io/tarotmancer/m11.webp","upright","1","2024-07-06"
"celtic_cross","The Challenge","Justice","https://ik.imagekit.io/tarotmancer/m11.webp","upright","1","2024-07-09"
"celtic_cross","The Challenge","Justice","https://ik.imagekit.io/tarotmancer/m11.webp","upright","1","2024-07-22"
"celtic_cross","Yourself","Justice","https://ik.imagekit.io/tarotmancer/m11.webp","reversed","1","2024-07-12"
"celtic_cross","The Present","Justice","https://ik.imagekit.io/tarotmancer/m11.webp","upright","1","2024-07-29"
"celtic_cross","External Influences","Justice","https://ik.imagekit.io/tarotmancer/m11.webp","reversed","1","2024-07-05"
"celtic_cross","The Future","Justice","https://ik.imagekit.io/tarotmancer/m11.webp","upright","1","2024-07-17"
"celtic_cross","External Influences","Justice","https://ik.imagekit.io/tarotmancer/m11.webp","upright","2","2024-07-06"
"celtic_cross","The Challenge","Justice","https://ik.imagekit.io/tarotmancer/m11.webp","upright","1","2024-07-17"
"celtic_cross","External Influences","The Hanged Man","https://ik.imagekit.io/tarotmancer/m12.webp","upright","1","2024-07-18"
"celtic_cross","The Challenge","The Hanged Man","https://ik.imagekit.io/tarotmancer/m12.webp","upright","1","2024-07-05"
"celtic_cross","The Challenge","The Hanged Man","https://ik.imagekit.io/tarotmancer/m12.webp","upright","1","2024-07-16"
"celtic_cross","The Present","The Hanged Man","https://ik.imagekit.io/tarotmancer/m12.webp","reversed","1","2024-07-29"
"celtic_cross","Yourself","The Hanged Man","https://ik.imagekit.io/tarotmancer/m12.webp","reversed","1","2024-07-07"
"celtic_cross","External Influences","The Hanged Man","https://ik.imagekit.io/tarotmancer/m12.webp","upright","1","2024-07-06"
"celtic_cross","The Past","The Hanged Man","https://ik.imagekit.io/tarotmancer/m12.webp","reversed","1","2024-07-13"
"celtic_cross","The Past","The Hanged Man","https://ik.imagekit.io/tarotmancer/m12.webp","upright","1","2024-07-27"
"celtic_cross","The Outcome","The Hanged Man","https://ik.imagekit.io/tarotmancer/m12.webp","upright","1","2024-07-13"
"three_card","The Present","The Hanged Man","https://ik.imagekit.io/tarotmancer/m12.webp","reversed","1","2024-07-25"
"celtic_cross","The Future","The Hanged Man","https://ik.imagekit.io/tarotmancer/m12.webp","upright","1","2024-07-10"
"celtic_cross","The Present","The Hanged Man","https://ik.imagekit.io/tarotmancer/m12.webp","reversed","2","2024-07-17"
"celtic_cross","Yourself","The Hanged Man","https://ik.imagekit.io/tarotmancer/m12.webp","reversed","1","2024-07-10"
"celtic_cross","Yourself","The Hanged Man","https://ik.imagekit.io/tarotmancer/m12.webp","upright","1","2024-07-07"
"celtic_cross","Hopes and Fears","The Hanged Man","https://ik.imagekit.io/tarotmancer/m12.webp","upright","1","2024-07-08"
"three_card","The Present","The Hanged Man","https://ik.imagekit.io/tarotmancer/m12.webp","upright","1","2024-07-22"
"celtic_cross","The Foundation","The Hanged Man","https://ik.imagekit.io/tarotmancer/m12.webp","reversed","1","2024-07-07"
"celtic_cross","The Future","The Hanged Man","https://ik.imagekit.io/tarotmancer/m12.webp","upright","2","2024-07-13"
"celtic_cross","Hopes and Fears","The Hanged Man","https://ik.imagekit.io/tarotmancer/m12.webp","reversed","1","2024-07-13"
"celtic_cross","The Past","The Hanged Man","https://ik.imagekit.io/tarotmancer/m12.webp","upright","1","2024-07-13"
"celtic_cross","The Challenge","The Hanged Man","https://ik.imagekit.io/tarotmancer/m12.webp","reversed","1","2024-07-12"
"celtic_cross","The Present","The Hanged Man","https://ik.imagekit.io/tarotmancer/m12.webp","upright","1","2024-07-07"
"celtic_cross","The Foundation","The Hanged Man","https://ik.imagekit.io/tarotmancer/m12.webp","reversed","1","2024-07-30"
"celtic_cross","The Foundation","The Hanged Man","https://ik.imagekit.io/tarotmancer/m12.webp","upright","1","2024-07-28"
"celtic_cross","The Outcome","The Hanged Man","https://ik.imagekit.io/tarotmancer/m12.webp","upright","1","2024-07-17"
"celtic_cross","The Future","Death","https://ik.imagekit.io/tarotmancer/m13.webp","reversed","1","2024-07-19"
